datetime,open,high,low,close,volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
2020-10-30,1.4328,1.4726,1.3163,1.4381,1401628.09,1604102399999,1968214.12543600,9225,613805.85000000,862774.01368200,0
2020-10-31,1.4383,1.558,1.4266,1.5497,851989.58,1604188799999,1279143.70125800,8029,424555.62000000,638420.70570200,0
2020-11-01,1.5497,1.6463,1.5137,1.608,960664.24,1604275199999,1513803.24101300,6949,487341.32000000,768604.50351500,0
2020-11-02,1.6076,1.6432,1.4621,1.4738,867738.07,1604361599999,1329879.29824600,5291,404404.21000000,620514.89957300,0
2020-11-03,1.4729,1.484,1.4062,1.4118,983164.88,1604447999999,1417472.23241000,6306,408887.80000000,590290.06242200,0
2020-11-04,1.4123,1.4144,1.2733,1.3912,2560523.86,1604534399999,3469939.62860700,12910,1263594.11000000,1712213.13555400,0
2020-11-05,1.3895,1.4928,1.3,1.4007,1598492.56,1604620799999,2248173.92139400,10773,778161.42000000,1095817.73760500,0
2020-11-06,1.403,1.9482,1.3946,1.9,3846546.9,1604707199999,6594074.17759400,25259,2095412.56000000,3593150.25670500,0
2020-11-07,1.9069,2.4975,1.8276,2.0215,8862610.63,1604793599999,18925496.08589100,68805,4670816.37000000,9999045.00805800,0
2020-11-08,2.0264,2.2825,1.9608,2.1558,4800345.92,1604879999999,10113462.92069500,35673,2460793.33000000,5192215.23422100,0
2020-11-09,2.1515,2.1991,1.9456,2.0299,3050443.52,1604966399999,6301466.47516300,23122,1507068.95000000,3119489.10358100,0
2020-11-10,2.0383,2.3257,2.008,2.2661,2119423.36,1605052799999,4643502.14798500,16744,1138155.29000000,2494659.69941100,0
2020-11-11,2.2665,2.3,1.9673,2.0,1863686.19,1605139199999,3969960.46914200,15371,815224.57000000,1739080.57355600,0
2020-11-12,2.0,2.06,1.825,1.9089,1522310.89,1605225599999,2966665.83801800,11688,680734.91000000,1329464.86701500,0
2020-11-13,1.9089,2.0808,1.8997,2.0141,1595684.08,1605311999999,3182612.61546900,11304,803036.62000000,1601671.48428200,0
2020-11-14,2.0222,2.0374,1.869,1.9182,1191847.42,1605398399999,2317159.52727000,9435,521401.13000000,1014130.61902900,0
2020-11-15,1.9204,2.218,1.9133,2.0407,3348186.49,1605484799999,7009325.76104900,37547,1742196.14000000,3651628.33868600,0
2020-11-16,2.039,2.37,1.9858,2.2626,3192029.56,1605571199999,7162125.47685400,37939,1704888.56000000,3834378.90492700,0
2020-11-17,2.2665,2.33,2.125,2.1998,2311120.85,1605657599999,5142151.68680300,29860,1128083.75000000,2511938.67367700,0
2020-11-18,2.1962,2.2173,2.0001,2.1153,2054379.16,1605743999999,4318166.29784300,24685,921238.33000000,1937611.35789900,0
2020-11-19,2.1122,2.1848,2.0136,2.085,1391861.95,1605830399999,2921103.66530500,18220,692709.51000000,1453704.15026600,0
2020-11-20,2.0841,2.2387,2.0521,2.1033,1589414.51,1605916799999,3421570.60394000,21247,757221.95000000,1630731.78699700,0
2020-11-21,2.0999,2.51,2.0351,2.3822,2963489.5,1606003199999,6792951.29450100,39232,1571901.84000000,3611536.69623900,0
2020-11-22,2.3825,2.4201,2.04,2.1514,2448127.25,1606089599999,5384096.52670900,33994,1119236.84000000,2469790.03001500,0
2020-11-23,2.161,2.3635,2.112,2.2786,2094160.76,1606175999999,4728024.57535100,30597,1054919.11000000,2386972.31417600,0
2020-11-24,2.2786,2.4731,2.1338,2.2823,3534792.04,1606262399999,8099789.00597700,48091,1810103.56000000,4159510.46826900,0
2020-11-25,2.2795,2.49,2.1703,2.2661,3597681.61,1606348799999,8395020.40314200,49027,1797578.53000000,4195022.93733500,0
2020-11-26,2.2653,2.3101,1.7212,1.9111,6803274.72,1606435199999,13120752.28601500,65661,3149151.24000000,6060013.12021900,0
2020-11-27,1.9117,2.04,1.7694,1.861,1802241.32,1606521599999,3400282.05616100,26159,918887.27000000,1737437.37909100,0
2020-11-28,1.8644,1.94,1.8016,1.8868,1381390.77,1606607999999,2587763.39160700,19596,673740.88000000,1260758.45829000,0
2020-11-29,1.8858,1.947,1.85,1.9153,862711.64,1606694399999,1640192.46579600,12732,402962.29000000,765176.44505800,0
2020-11-30,1.9184,2.0182,1.9034,1.9665,1094620.01,1606780799999,2153816.62844400,16484,529329.35000000,1041629.68726600,0
2020-12-01,1.9641,2.1404,1.9168,1.9738,2102911.64,1606867199999,4264962.98741500,28459,945313.46000000,1919066.07736400,0
2020-12-02,1.9702,2.2098,1.9333,2.1209,2203748.48,1606953599999,4622524.29134200,30536,1145169.55000000,2405446.31824000,0
